recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,author.deck_playtime_at_review
201644998,english,It's alright,1754583116,1754583116,True,0,0,0.5,0,True,False,False,False,76561198834194606,0,11,151451,6009,151451,1754167447,
201640033,english,"Its not without its problems, but this is easily my favorite game ever",1754578048,1754578048,True,0,0,0.5,0,True,False,False,False,76561198260132084,0,2,58854,16,58838,1754578415,
201633093,english,276 hours and counting.,1754570478,1754570478,True,0,0,0.5,0,True,False,False,False,76561198011714319,0,6,16604,2,16604,1754570461,
201632844,english,"The intro was pretty good, but I needed to install 50+ mods to enjoy the actual game",1754570172,1754570172,True,0,0,0.5,0,True,False,False,False,76561199121217964,0,18,1522,1,1522,1754597822,
201631617,english,One of the greatest game i have ever played. I played this on my steam deck and it is great you can do what you can.,1754568733,1754568733,True,0,0,0.5,0,True,False,False,True,76561199585356478,42,3,402,402,402,1754581954,402.0
201630727,english,"inatla brotherhood'a katılmayıp, railroad'la herkesin içinden geçtiğim bir 44 saatlik serüven. daha ne kadar verimli olunabilir ki..",1754567572,1754567587,True,0,0,0.5,0,True,False,False,False,76561198275490380,140,19,2660,988,2660,1754567146,
201629783,english,"Game is 10 years of age.  Should be considered/marketed as a classic, not as the newest latest greatest junk.",1754566391,1754566391,False,3,0,0.515427529811859131,0,True,False,False,False,76561199529373526,0,7,5727,168,5727,1754558028,
201625571,english,Great game,1754560444,1754560444,True,0,0,0.5,0,True,False,False,False,76561198453518541,393,172,17438,0,17438,1717237390,
201623777,english,"This game is a fantastic RPG that balances intense combat, deep customization, and rich storytelling. While it has some flaws, its vast world, replayability, and mod support make it a timeless adventure. 9/10 – Highly Recommended!

""War never changes… but Fallout 4 makes it incredibly fun."" 🚀💀",1754557762,1754557762,True,0,0,0.5,0,True,False,False,False,76561198186775867,0,1,6571,1241,6571,1754550994,
201623035,english,Working well on GNU/Linux,1754556625,1754556625,True,0,0,0.5,0,True,False,False,False,76561198025568339,0,1,2005,2005,1160,1754610106,
201619007,english,works great,1754549643,1754549643,True,0,0,0.5,0,True,False,False,True,76561199383344292,0,2,1281,339,1263,1754552039,1263.0
201617646,english,Yo i shot up a whole settlement,1754547145,1754547145,True,0,0,0.5,0,True,False,False,False,76561199794527121,0,5,344,344,222,1754596575,
201616567,english,"""It's all over, but the crying... and nobody's crying, but me.""
Despite the story not being the greatest, It's still a fun time to build settlements and go on quest to further progress the story of your survivor.",1754545149,1754545149,True,0,0,0.5,0,True,False,False,False,76561199213509924,0,4,8714,0,8714,1743574114,
201615415,english,BRST FUCKING GAME EVER MADE,1754543071,1754543071,True,0,0,0.5,0,True,False,False,False,76561199814650937,0,1,112,112,112,1754542517,
201614739,english,litttttyyy aaaasssss aaaaa ttitttttyyy,1754541949,1754541949,True,0,0,0.5,0,True,False,False,False,76561198376880024,0,11,422,63,359,1754549084,
201614491,english,"I'm convinced you can literally play this game for YEARS on end and not get bored. 10/10, even without mods, this game is just excellent. The main highlight for me is VATS and how your choices actually have a major role in effecting the world around.",1754541496,1754541496,True,0,0,0.5,0,True,False,False,True,76561197970693780,0,4,1999,1428,1840,1754551233,1627.0
201614314,english,best fallout game,1754541187,1754541187,True,0,0,0.5,0,True,False,False,False,76561199111612604,112,4,6151,0,6151,1739941520,
201613707,english,Good game.,1754540164,1754540164,True,0,0,0.5,0,True,False,False,False,76561198260734416,0,8,18750,0,18750,1745032501,
201612748,english,"Probably the most dang glitchy freakin game I've played in a bit, but had a lot of fun at the same time.",1754538616,1754538616,True,0,0,0.5,0,True,False,False,False,76561198831411487,0,3,6333,1489,6317,1754539592,
201612595,english,Power armor,1754538389,1754538389,True,0,0,0.5,0,True,False,False,False,76561199200980123,0,1,13056,8810,12892,1754548243,
201611222,english,My feelings on this game have had more character development than The Railroad,1754536226,1754536226,True,1,0,0.509293675422668457,0,True,False,False,False,76561197976934476,201,88,1206,1206,22,1754608635,
201609782,english,this game is a legend,1754533967,1754533967,True,0,0,0.5,0,True,False,False,False,76561198161051515,0,4,7245,361,7241,1754535727,
201608846,english,The best Fallout.,1754532530,1754532530,True,0,0,0.5,0,True,False,False,False,76561198329608119,0,1,1358,1358,1358,1754532381,
201606844,english,"Over 2,500 hours between Xbox and PS5. Going to put another 2,500 hours on PC.",1754529371,1754529371,True,0,0,0.5,0,True,False,False,False,76561198357382019,0,1,1267,638,1185,1754534271,
201606003,english,one of the best open world games i have played,1754528072,1754528072,True,1,1,0.523809552192687988,0,True,False,False,False,76561198206686208,0,1,114168,2480,113722,1754595341,
201604392,english,"You don't play this for the game.

You buy this and the expansions so that you can then spend the next week trying to get that one kink mod you stumbled across to work, and have the greatest gaming fap possible.

That or, you try to acquire 200 ish mods to make the story and gameplay half decent, you freak.",1754525560,1754525560,True,0,0,0.5,0,True,False,False,False,76561198082250655,245,44,20433,0,20433,1749536489,
201600779,english,vary good,1754520959,1754520959,True,0,0,0.5,0,True,False,False,False,76561199455230391,12,5,1298,1298,791,1754602458,
201598807,english,i think its fun,1754518372,1754518372,True,0,0,0.5,0,True,False,False,False,76561199516270453,10,4,781,782,664,1754525467,
201595578,english,"I had a lot of good memories with this game until a patch obliterated mod support. The underlying problem isn't Bethesda's decision to make their code proprietary, it's that the way they went about it was an intential middle finger to all the fans who loved their game so much they created passion projects to enhance the Commonwealth experience. It's a pretty good game when you play vanilla but, as is often the case, mods make it shine a lot more. That combined with the clearly fake upvotes from Bethesda numbering in the tens of thousands ruined the overall experience for me. I won't go so far as to say I'll never buy a Bethesda game again but I certainly won't preorder or go in blind ever again. Pre-game-breaking patch, 7.5/10. Currently, 1/10 and that's me being generous.",1754514487,1754514487,False,0,0,0.5,0,True,False,False,False,76561198084232115,666,5,18120,68,18120,1754085930,
201591518,english,It just works,1754509860,1754509860,True,0,0,0.5,0,True,False,False,False,76561198154586696,90,12,22236,52,22184,1754517971,
201590485,english,"I haven’t gotten very far in this game, but even still I can very confidently say that this game is great. The graphics are amazing, the combat feels nice, the story is pretty good, I don’t really have anything bad to say about it. 

Argueably, I would say Fallout 4 is better than New Vegas, some people may not agree with me on this though.",1754508833,1754508833,True,0,0,0.5,0,True,False,False,False,76561199127134211,62,1,169,169,169,1754504528,
201588087,english,"Classic Fallout-questionable NPCs, armpit-deep lore, an entertaining main storyline and endless sidequests you can use to kill time. Already owned it for PS5 but the moment i learned it supports crowd control i downloaded it on PC too. Let me tell you-best mistake i have ever made. In spite of Bethesda's reputation for bugs, glitches, and crashes, this game handles 800 enemy spawns and 300 melons exploding from your pockets (god, i hope it's from my pockets, actually) suspiciously well. But please don't let that scare you away! If you love the notorious fails, your character and every other character you interact with periodically freezes in hilarious poses and moves like a haunted chess piece across the map for absolutely no reason, so the tech failure you know and love is still very much present. 10/10, would crash again.",1754506402,1754506402,True,0,0,0.5,0,True,False,False,False,76561199836925366,0,3,518,1,518,1754244511,
201583989,english,Great addition to the fallout series and worth playing. Only complaint is the story being possible to sideline and not able to properly progress through after leaving the vault. It's been so long since its come out and it still has its fun and quirkiness. Lot of frame drops here and there though especially around Boston.,1754502067,1754502067,True,0,0,0.5,0,True,False,False,False,76561198842080212,0,7,958,413,958,1754166317,
201580334,english,shitty writing,1754498254,1754498254,True,0,0,0.5,0,True,False,False,False,76561198301295313,86,46,3114,0,3114,1744538791,
201580088,english,Good fallout game but it lacks the special weapons from fnv and replaces them with rng shit,1754497980,1754497980,True,0,0,0.5,0,True,False,False,False,76561199245977294,0,12,10323,0,10323,1750387690,
201578639,english,So much content and then theres the mods love them,1754496490,1754496490,True,0,0,0.5,0,True,False,False,False,76561198079581674,0,1,24124,7026,23041,1754598198,
201577590,english,Good,1754495431,1754495431,True,0,0,0.5,0,True,False,False,False,76561198159412964,162,3,2936,176,2760,1754589576,
201577075,english,i love gooning to mama murphy,1754494892,1754494892,True,0,0,0.5,0,True,False,False,False,76561199085986912,33,26,250,250,208,1754550269,
201576130,english,prepair for august 8,1754493909,1754493909,True,0,0,0.5,0,True,False,False,False,76561199181357504,0,18,420,420,207,1754581688,
201575948,english,A legend. One of the greatest games ever made.,1754493725,1754493725,True,0,0,0.5,0,True,False,False,False,76561198033564585,0,122,355,185,169,1754590953,
201572029,english,"classic. no relly a fallout but fun
",1754489746,1754489746,True,0,0,0.5,0,True,False,False,False,76561198384715514,56,1,9677,1933,9109,1754609871,
201571134,english,"mald over your dead son and kill 1000 raiders while traversing through the dog shit story
help the minutemen by going to that settlement marked on your map
play anything else published by bethesda",1754488759,1754488759,True,0,0,0.5,0,True,False,False,False,76561199753579588,0,22,3312,0,3312,1752902895,
201569399,english,If you're gonna play this game do it with mods.,1754486955,1754487196,True,0,0,0.5,0,True,False,False,False,76561199521763294,0,7,12131,1494,11906,1754553588,
